CLUTCH_NUMBER,DATA_EGGS_FOUND,COLOR,MALE,FEMALE,REGION,POPULATION,TEMPERATURE,TANK,ROOM,CLUTCH_ORDER,DAYS_IN_TREATMENT,DATE_EGGS_LAST_CHECKED,SAMPLE,YOLK_SAC,IMAGE,NOTES
55,1/01/2023,white,CPRE189,CPRE202,core,Pretty Patches,30,208,3,2,44,31/12/2022,29,0.008,0740,
55,1/01/2023,white,CPRE189,CPRE202,core,Pretty Patches,30,208,3,2,44,31/12/2022,30,0.013,0740,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,1,0.011,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,2,0.011,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,3,0.013,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,4,0.014,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,5,0.011,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,6,0.012,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,7,0.008,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,8,0.008,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,9,0.011,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,10,0.008,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,11,0.010,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,12,0.013,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,13,0.009,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,14,0.013,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,15,0.012,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,16,0.011,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,17,0.011,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,18,0.009,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,19,0.012,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,20,0.010,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,21,0.007,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,22,0.012,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,23,0.015,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,24,0.011,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,25,0.009,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,26,0.010,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,27,0.011,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,28,0.012,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,29,0.010,0747,
56,4/01/2023,white,CARL217,CARL226,core,Arlington Reef,28.5,144,3,2,47,3/01/2023,30,0.011,0747,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,1,0.011,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,2,0.015,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,3,0.013,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,4,0.012,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,5,0.015,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,6,0.014,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,7,0.015,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,8,0.014,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,9,0.016,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,10,0.017,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,11,0.017,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,12,0.014,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,13,0.017,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,14,0.015,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,15,0.016,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,16,0.014,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,17,0.014,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,18,0.013,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,19,0.015,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,20,0.013,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,21,0.013,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,22,0.013,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,23,0.016,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,24,0.016,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,25,0.015,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,26,0.014,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,27,0.014,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,28,0.013,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,29,0.011,0753,
57,5/01/2023,white,CARL241,CARL239,core,Arlington Reef,27,150,3,2,48,4/01/2023,30,0.012,0753,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,1,NA,0755,timestamp
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,2,NA,0755,timestamp
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,3,0.018,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,4,0.015,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,5,0.017,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,6,0.018,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,7,0.013,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,8,0.020,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,9,0.019,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,10,0.015,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,11,0.017,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,12,0.016,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,13,0.012,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,14,0.016,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,15,0.017,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,16,0.012,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,17,0.015,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,18,0.016,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,19,0.018,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,20,0.013,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,21,0.018,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,22,0.019,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,23,0.017,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,24,0.012,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,25,0.019,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,26,0.012,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,27,0.014,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,28,0.018,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,29,0.015,0755,
58,5/01/2023,white,CVLA089,CVLA059,core,Vlassof Cay,30,158,3,2,48,4/01/2023,30,0.015,0755,
59,7/01/2023,some color,CARL354,CARL355,core,Arlington Reef,27,124,3,2,50,16/12/2022,1,0.011,0762,
59,7/01/2023,some color,CARL354,CARL355,core,Arlington Reef,27,124,3,2,50,16/12/2022,2,0.012,0762,
59,7/01/2023,some color,CARL354,CARL355,core,Arlington Reef,27,124,3,2,50,16/12/2022,3,0.010,0762,
59,7/01/2023,some color,CARL354,CARL355,core,Arlington Reef,27,124,3,2,50,16/12/2022,4,0.009,0762,
59,7/01/2023,some color,CARL354,CARL355,core,Arlington Reef,27,124,3,2,50,16/12/2022,5,0.009,0762,
59,7/01/2023,some color,CARL354,CARL355,core,Arlington Reef,27,124,3,2,50,16/12/2022,6,0.007,0762,
59,7/01/2023,some color,CARL354,CARL355,core,Arlington Reef,27,124,3,2,50,16/12/2022,7,0.015,0762,
59,7/01/2023,some color,CARL354,CARL355,core,Arlington Reef,27,124,3,2,50,16/12/2022,8,0.016,0762,
59,7/01/2023,some color,CARL354,CARL355,core,Arlington Reef,27,124,3,2,50,16/12/2022,9,0.010,0762,
59,7/01/2023,some color,CARL354,CARL355,core,Arlington Reef,27,124,3,2,50,16/12/2022,10,0.015,0762,
59,7/01/2023,some color,CARL354,CARL355,core,Arlington Reef,27,124,3,2,50,16/12/2022,11,0.010,0762,
59,7/01/2023,some color,CARL354,CARL355,core,Arlington Reef,27,124,3,2,50,16/12/2022,12,0.011,0762,
59,7/01/2023,some color,CARL354,CARL355,core,Arlington Reef,27,124,3,2,50,16/12/2022,13,NA,0762,blurry
59,7/01/2023,some color,CARL354,CARL355,core,Arlington Reef,27,124,3,2,50,16/12/2022,14,0.013,0762,
59,7/01/2023,some color,CARL354,CARL355,core,Arlington Reef,27,124,3,2,50,16/12/2022,15,0.010,0762,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,1,0.010,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,2,0.016,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,3,0.018,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,4,0.015,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,5,0.015,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,6,0.017,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,7,0.012,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,8,0.016,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,9,0.016,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,10,0.015,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,11,0.013,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,12,0.015,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,13,0.014,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,14,0.016,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,15,0.014,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,16,0.015,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,17,0.017,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,18,0.015,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,19,0.016,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,20,0.015,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,21,0.014,1007,
61,11/01/2023,white,CSUD016,CSUD078,core,Sudbury Reef,28.5,230,3,2,54,10/01/2023,22,0.016,1007,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,1,0.012,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,2,0.007,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,3,0.013,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,4,0.008,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,5,0.008,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,6,0.009,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,7,0.009,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,8,0.010,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,9,0.008,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,10,NA,0932,blurry
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,11,0.009,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,12,0.008,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,13,0.008,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,14,0.010,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,15,0.012,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,16,0.010,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,17,0.008,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,18,0.010,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,19,0.009,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,20,0.009,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,21,0.010,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,22,0.011,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,23,0.009,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,24,0.010,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,25,0.011,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,26,0.009,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,27,0.010,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,28,0.010,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,29,0.010,0932,
62,13/01/2023,white,CVLA049,CVLA098,core,Vlassof Cay,28.5,137,3,4,56,12/01/2023,30,0.011,0932,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,1,0.011,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,2,0.011,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,3,0.012,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,4,0.014,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,5,0.015,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,6,0.014,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,7,0.017,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,8,0.014,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,9,0.015,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,10,0.013,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,11,0.014,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,12,0.012,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,13,0.014,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,14,0.013,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,15,0.014,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,16,0.014,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,17,0.014,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,18,0.013,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,19,0.014,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,20,0.014,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,21,0.013,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,22,0.015,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,23,0.016,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,24,0.015,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,25,0.013,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,26,0.012,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,27,0.014,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,28,0.015,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,29,0.015,0940,
63,14/01/2023,white,CSUD009,CSUD212,core,Sudbury Reef,27,172,3,2,57,13/01/2023,30,NA,0940,timestamp
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,1,0.015,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,2,0.014,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,3,0.013,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,4,0.015,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,5,0.013,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,6,0.013,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,7,0.015,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,8,0.015,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,9,0.015,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,10,0.017,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,11,0.016,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,12,0.018,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,13,0.016,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,14,0.015,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,15,0.018,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,16,0.020,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,17,0.015,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,18,0.018,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,19,0.016,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,20,0.019,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,21,0.016,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,22,0.018,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,23,0.018,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,24,0.016,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,25,0.015,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,26,0.014,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,27,0.018,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,28,0.016,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,29,0.016,0958,
66,19/01/2023,white,CPRE375,CPRE377,core,Pretty Patches,27,268,3,1,62,18/01/2022,30,0.017,0958,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,1,0.011,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,2,0.012,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,3,0.012,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,4,0.014,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,5,0.015,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,6,0.009,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,7,0.012,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,8,0.013,0961,
67,19/01/2023,white,CSUD013,CSUD017,core,Sudbury Reef,27,271,3,3,62,18/01/2022,9,0.014,0961,
