CLUTCH_NUMBER,DATE_OF_HATCH,DATE_SAMPLED,MALE,FEMALE,REGION,POPULATION,TEMPERATURE,TANK,LEVEL,REPLICATE,CLUTCH_ORDER,PARENTAL_DAYS_IN_TREATMENT,AGE,SAMPLE_NO,LENGTH,MASS,NOTES
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,8,23.70,0.4709,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,9,23.26,0.4268,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,10,20.47,0.2788,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,11,20.02,0.2709,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,12,22.79,0.4661,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,13,21.27,0.2921,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,14,19.57,0.2683,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,15,21.26,0.3062,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,16,14.79,0.0903,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,17,20.94,0.3067,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,18,21.22,0.3252,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,19,17.13,0.1652,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,20,21.74,0.3724,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,21,20.24,0.2793,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,22,20.12,0.2688,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,23,13.53,0.0701,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,24,20.43,0.2984,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,25,16.02,0.1238,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,26,20.43,0.2991,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,27,22.00,0.3521,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,28,21.19,0.3267,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,29,19.45,0.2542,
55,11/01/2023,12/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,170,1,1,2,44,2-month,30,21.03,0.3331,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,1,21.29,0.3247,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,2,20.63,0.2845,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,3,20.60,0.2866,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,4,20.88,0.2978,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,5,21.92,0.3537,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,6,17.62,0.1667,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,7,19.70,0.2624,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,8,21.30,0.3054,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,9,22.85,0.3865,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,10,19.09,0.2314,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,11,19.76,0.2654,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,12,21.09,0.3053,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,13,20.46,0.2845,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,14,19.21,0.2211,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,15,21.86,0.3712,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,16,22.64,0.4006,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,17,18.77,0.2291,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,18,21.04,0.2895,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,19,21.03,0.3106,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,20,18.12,0.1869,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,21,20.89,0.2992,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,22,21.89,0.3714,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,23,18.52,0.2080,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,24,20.83,0.3144,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,25,18.55,0.2027,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,26,19.16,0.2400,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,27,21.81,0.3829,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,28,21.42,0.3066,
56,12/01/2023,13/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,216,2,2,2,47,2-month,29,19.92,0.2541,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,1,20.04,0.2615,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,2,21.40,0.3458,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,3,19.76,0.2651,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,4,19.93,0.2737,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,5,20.67,0.3067,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,6,20.63,0.2597,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,7,23.91,0.4685,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,8,23.05,0.4066,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,9,21.59,0.3301,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,10,19.70,0.2631,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,11,23.07,0.3694,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,12,23.44,0.4908,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,13,19.35,0.2344,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,14,21.38,0.3399,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,15,23.04,0.4058,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,16,20.78,0.2920,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,17,21.30,0.3227,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,18,21.38,0.3127,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,19,20.34,0.2925,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,20,22.19,0.3473,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,21,20.10,0.2652,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,22,22.40,0.3635,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,23,19.53,0.2521,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,24,20.47,0.2858,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,25,22.24,0.3655,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,26,20.20,0.2720,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,27,19.65,0.2492,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,28,21.05,0.2925,
58,13/01/2023,14/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,276,2,1,2,48,2-month,29,20.44,0.2745,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,1,22.81,0.4132,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,2,21.85,0.3365,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,3,23.20,0.3947,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,4,21.77,0.3572,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,5,21.46,0.3170,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,6,19.39,0.2307,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,7,23.52,0.4071,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,8,21.63,0.3405,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,9,21.61,0.3440,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,10,21.81,0.3284,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,11,22.03,0.3662,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,12,21.40,0.3369,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,13,21.97,0.3790,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,14,20.37,0.2626,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,15,21.21,0.2932,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,16,23.30,0.3828,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,17,21.56,0.3033,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,18,20.99,0.2910,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,19,24.64,0.4808,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,20,22.37,0.3648,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,21,20.70,0.2740,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,22,21.92,0.3332,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,23,22.17,0.3432,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,24,22.62,0.3480,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,25,21.46,0.3238,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,26,20.27,0.2721,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,27,19.55,0.2418,
57,16/01/2023,17/03/2023,CARL241,CARL239,core,Arlington Reef,27,178,1,1,2,48,2-month,28,20.39,0.2810,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,1,24.36,0.4891,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,2,23.75,0.4667,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,3,20.25,0.2627,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,4,21.46,0.3224,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,5,18.35,0.2056,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,6,21.56,0.3407,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,7,23.42,0.4499,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,8,21.93,0.3626,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,9,24.22,0.4727,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,10,21.99,0.3547,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,11,19.34,0.2492,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,12,20.46,0.2711,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,13,21.68,0.3357,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,14,14.37,0.0878,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,15,20.70,0.3034,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,16,16.59,0.1383,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,17,22.61,0.4064,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,18,21.00,0.3112,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,19,21.30,0.3303,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,20,18.26,0.1989,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,21,19.20,0.2472,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,22,15.07,0.1038,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,23,22.28,0.3859,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,24,17.82,0.2019,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,25,20.65,0.2928,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,26,22.96,0.4317,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,27,21.16,0.3219,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,28,18.91,0.2126,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,29,16.93,0.1645,
61,19/01/2023,20/03/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,200,2,2,2,54,2-month,30,18.47,0.2043,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,1,24.71,0.5618,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,2,24.96,0.5860,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,3,22.66,0.4018,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,4,24.55,0.5262,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,5,23.76,0.4583,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,6,23.94,0.5092,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,7,22.65,0.4410,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,8,20.64,0.3400,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,9,23.86,0.5120,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,10,21.25,0.3339,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,11,15.69,0.1506,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,12,20.77,0.3293,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,13,22.47,0.4031,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,14,23.46,0.4895,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,15,19.21,0.2475,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,16,18.20,0.2227,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,17,19.94,0.2773,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,18,21.48,0.3702,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,19,21.46,0.3256,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,20,19.09,0.2251,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,21,21.32,0.3477,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,22,22.36,0.4044,
73,20/01/2023,22/03/2023,CARL344,CARL370,core,Arlington Reef,30,270,2,2,2,64,2-month,23,12.48,0.0688,
62,23/01/2023,24/03/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,311,3,2,4,56,2-month,2,20.83,0.3077,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,1,18.75,0.2003,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,2,23.84,0.4147,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,3,22.54,0.3679,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,4,20.28,0.2369,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,5,19.55,0.2288,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,6,23.51,0.4061,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,7,24.05,0.4573,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,8,21.18,0.2959,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,9,23.42,0.3985,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,10,20.99,0.2968,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,11,22.23,0.3629,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,12,21.35,0.2972,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,13,21.34,0.3365,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,14,21.98,0.3280,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,15,19.27,0.2346,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,16,18.31,0.2006,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,17,23.24,0.3946,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,18,22.55,0.3770,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,19,19.78,0.2395,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,20,21.87,0.3235,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,21,19.72,0.2595,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,22,19.42,0.2154,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,23,21.15,0.3077,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,24,21.73,0.3386,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,25,21.98,0.3610,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,26,19.55,0.2382,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,27,19.30,0.2325,
63,25/01/2023,26/03/2023,CSUD009,CSUD212,core,Sudbury Reef,27,318,3,3,2,57,2-month,28,19.21,0.2003,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,1,17.64,0.1760,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,2,19.31,0.2375,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,3,24.38,0.5232,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,4,20.07,0.2678,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,5,23.53,0.4260,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,6,24.32,0.4747,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,7,20.39,0.2752,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,8,20.34,0.3205,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,9,19.41,0.2174,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,10,20.18,0.2887,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,11,16.90,0.1588,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,12,18.60,0.1973,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,13,24.85,0.5424,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,14,22.53,0.3999,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,15,13.52,0.0608,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,16,21.18,0.3147,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,17,21.13,0.3045,
68,29/01/2023,30/03/2023,CARL218,CARL222,core,Arlington Reef,30,300,3,3,3,63,2-month,18,22.51,0.3954,
