CLUTCH_NUMBER,DATE_OF_HATCH,DATE_SAMPLED,MALE,FEMALE,REGION,POPULATION,TEMPERATURE,TANK,LEVEL,REPLICATE,CLUTCH_ORDER,PARENTAL_DAYS_IN_TREATMENT,AGE,AGE_DAYS,SAMPLE_NO,LENGTH,MASS,NOTES
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,28,25.18,0.4920,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,29,24.48,0.5333,
54,9/01/2023,24/03/2023,CVLA106,CVLA098,core,Vlassof Cay,30,272,2,2,3,43,2.5-month,74,30,20.24,0.2606,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,1,21.34,0.3020,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,2,26.05,0.5976,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,3,24.60,0.5202,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,4,24.61,0.5000,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,5,25.25,0.5468,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,6,19.99,0.2478,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,7,27.14,0.6284,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,8,22.63,0.3278,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,9,24.88,0.5224,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,10,24.90,0.5804,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,11,20.27,0.2572,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,12,23.85,0.4380,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,13,19.76,0.2525,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,14,25.12,0.5593,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,15,25.11,0.5609,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,16,24.23,0.5028,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,17,23.22,0.4266,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,18,27.69,0.7290,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,19,25.46,0.5321,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,20,23.35,0.4220,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,21,22.73,0.3768,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,22,23.85,0.4579,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,23,25.56,0.5615,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,24,25.73,0.5604,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,25,22.19,0.3793,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,26,21.72,0.3482,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,27,23.60,0.4600,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,28,24.01,0.4738,
55,11/01/2023,27/03/2023,CPRE189,CPRE202,core,Pretty Patches,30,200,2,2,2,44,2.5-month,75,29,27.58,0.7000,
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,1,27.03,0.6528,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,2,24.83,0.4852,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,3,25.40,0.5560,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,4,20.24,0.2303,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,5,24.03,0.4734,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,6,25.43,0.5164,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,7,25.71,0.6142,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,8,25.19,0.5570,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,9,27.60,0.6403,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,10,23.07,0.4111,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,11,16.02,0.1377,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,12,24.08,0.3939,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,13,25.40,0.5499,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,14,20.14,0.2610,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,15,24.86,0.4482,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,16,26.29,0.6007,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,17,16.54,0.1487,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,18,25.73,0.5628,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,19,23.98,0.4331,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,20,25.49,0.5480,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,21,18.34,0.2020,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,22,25.09,0.5139,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,23,26.84,0.6145,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,24,26.32,0.5763,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,25,19.08,0.2301,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,26,24.31,0.4909,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,27,25.28,0.5245,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,28,23.96,0.4086,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,29,26.14,0.5185,"mouth open from clove oil, fish measured from protruding upper lip"
56,12/01/2023,28/03/2023,CARL217,CARL226,core,Arlington Reef,28.5,111,1,1,2,47,2.5-month,75,30,25.99,0.5189,"mouth open from clove oil, fish measured from protruding upper lip"
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,1,28.43,0.8131,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,2,28.23,0.7157,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,3,26.91,0.6480,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,4,22.88,0.3922,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,5,23.28,0.3997,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,6,29.07,0.9130,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,7,26.29,0.6051,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,8,26.31,0.6795,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,9,27.76,0.6428,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,10,21.85,0.3161,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,11,26.96,0.6807,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,12,25.11,0.4910,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,13,24.58,0.4659,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,14,20.48,0.2423,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,15,20.13,0.2369,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,16,19.53,0.2080,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,17,22.67,0.3413,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,18,13.89,0.0743,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,19,23.95,0.4257,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,20,23.96,0.3986,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,21,24.77,0.4773,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,22,19.60,0.2058,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,23,23.36,0.3830,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,24,26.56,0.5403,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,25,24.25,0.4345,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,26,26.21,0.5740,switch to 2x5/8 two days late
57,16/01/2023,2/04/2023,CARL241,CARL239,core,Arlington Reef,27,319,3,3,2,48,2.5-month,76,27,25.29,0.4616,switch to 2x5/8 two days late
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,1,26.44,0.6210,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,2,26.58,0.6316,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,3,25.76,0.6021,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,4,25.73,0.6366,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,5,27.21,0.6609,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,6,25.98,0.5713,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,7,21.47,0.3286,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,8,24.78,0.5149,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,9,23.77,0.4270,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,10,27.11,0.6210,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,11,26.74,0.6422,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,12,25.50,0.5292,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,13,23.01,0.3828,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,14,29.98,0.9637,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,15,25.72,0.6067,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,16,26.35,0.6386,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,17,22.31,0.3358,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,18,18.38,0.1827,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,19,25.55,0.5243,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,20,24.57,0.4770,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,21,17.16,0.1440,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,22,22.39,0.3325,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,23,20.40,0.2300,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,24,19.07,0.2131,
58,13/01/2023,29/03/2023,CVLA089,CVLA059,core,Vlassof Cay,30,370,3,3,2,48,2.5-month,75,25,16.01,0.1184,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,1,24.99,0.5147,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,2,26.27,0.6596,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,3,26.20,0.6559,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,4,26.92,0.5715,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,5,26.73,0.6382,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,6,28.60,0.7423,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,7,26.68,0.6028,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,8,22.55,0.4381,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,9,21.33,0.3101,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,10,25.52,0.5544,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,11,25.51,0.5125,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,12,24.37,0.4478,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,13,24.83,0.4475,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,14,23.05,0.3919,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,15,23.05,0.3667,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,16,28.44,0.6688,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,17,26.84,0.5411,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,18,26.39,0.6239,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,19,23.99,0.4297,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,20,26.05,0.5695,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,21,25.28,0.5405,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,22,26.64,0.6644,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,23,25.35,0.4923,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,24,21.50,0.3021,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,25,27.95,0.7506,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,26,27.02,0.6276,
59,17/01/2023,4/04/2023,CARL354,CARL355,core,Arlington Reef,27,281,2,1,2,50,2.5-month,77,27,25.37,0.5070,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,1,27.17,0.6471,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,2,27.05,0.6633,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,3,25.75,0.5741,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,4,25.82,0.5284,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,5,29.54,0.9020,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,6,25.68,0.5912,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,7,25.90,0.5696,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,8,23.53,0.4288,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,9,23.01,0.3933,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,10,28.02,0.6716,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,11,22.49,0.3073,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,12,20.61,0.2557,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,13,21.74,0.3307,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,14,25.29,0.4730,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,15,25.41,0.5297,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,16,26.67,0.6052,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,17,25.03,0.4685,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,18,23.27,0.3844,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,19,23.54,0.3922,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,20,24.68,0.4835,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,21,22.23,0.3138,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,22,24.09,0.4379,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,23,24.30,0.4354,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,24,20.45,0.2738,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,25,26.36,0.5609,
61,19/01/2023,5/04/2023,CSUD078,CSUD016,core,Sudbury Reef,28.5,313,3,3,2,54,2.5-month,76,26,20.46,0.2480,
62,23/01/2023,8/04/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,212,2,3,4,56,2.5-month,75,1,26.54,0.6058,
62,23/01/2023,8/04/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,212,2,3,4,56,2.5-month,75,2,24.85,0.4992,
62,23/01/2023,8/04/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,212,2,3,4,56,2.5-month,75,3,22.59,0.3814,
62,23/01/2023,8/04/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,212,2,3,4,56,2.5-month,75,4,22.72,0.3801,
62,23/01/2023,8/04/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,212,2,3,4,56,2.5-month,75,5,21.12,0.3200,
62,23/01/2023,8/04/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,212,2,3,4,56,2.5-month,75,6,24.81,0.5447,
62,23/01/2023,8/04/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,212,2,3,4,56,2.5-month,75,7,26.26,0.6184,
62,23/01/2023,8/04/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,212,2,3,4,56,2.5-month,75,8,25.86,0.5730,
62,23/01/2023,8/04/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,212,2,3,4,56,2.5-month,75,9,26.30,0.5623,
62,23/01/2023,8/04/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,212,2,3,4,56,2.5-month,75,10,24.53,0.4546,
62,23/01/2023,8/04/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,212,2,3,4,56,2.5-month,75,11,23.96,0.4068,
62,23/01/2023,8/04/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,212,2,3,4,56,2.5-month,75,12,27.13,0.6692,
62,23/01/2023,8/04/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,212,2,3,4,56,2.5-month,75,13,23.16,0.4000,
62,23/01/2023,8/04/2023,CVLA049,CVLA098,core,Vlassof Cay,28.5,212,2,3,4,56,2.5-month,75,14,20.26,0.2421,
